Name,ENVIRON_DISCLOSURE_SCORE,Company name
MRTN UW,1.550387597,Marten Transport Ltd
MRTX UW,#N/A N/A,Mirati Therapeutics Inc
MSA UN,#N/A N/A,MSA Safety Inc
MSBI UW,#N/A N/A,Midland States Bancorp Inc
MSEX UW,15.17241379,Middlesex Water Co
MSGN UN,1.550387597,MSG Networks Inc
MSON UQ,#N/A N/A,Misonix Inc
MSTR UW,#N/A N/A,MicroStrategy Inc
MTDR UN,3.875968992,Matador Resources Co
MTEM UR,#N/A N/A,Molecular Templates Inc
MTH UN,3.875968992,Meritage Homes Corp
MTOR UN,#N/A N/A,Meritor Inc
MTRN UN,#N/A N/A,Materion Corp
MTRX UW,#N/A N/A,Matrix Service Co
MTSC UW,6.976744186,MTS Systems Corp
MTSI UW,4.651162791,MACOM Technology Solutions Holdings Inc
MTW UN,#N/A N/A,Manitowoc Co Inc/The
MTX UN,#N/A N/A,Minerals Technologies Inc
MTZ UN,1.62601626,MasTec Inc
MUSA UN,5.426356589,Murphy USA Inc
MVBF UR,#N/A N/A,MVB Financial Corp
MWA UN,3.100775194,Mueller Water Products Inc
MXL UN,#N/A N/A,MaxLinear Inc
MYE UN,1.550387597,Myers Industries Inc
MYGN UW,#N/A N/A,Myriad Genetics Inc
MYOK UW,#N/A N/A,MyoKardia Inc
MYRG UW,5.426356589,MYR Group Inc
NAT UN,#N/A N/A,Nordic American Tankers Ltd
NATH UW,#N/A N/A,Nathan's Famous Inc
NATR UR,#N/A N/A,Nature's Sunshine Products Inc
NAV UN,#N/A N/A,Navistar International Corp
NBEV UR,#N/A N/A,New Age Beverages Corp
NBHC UN,#N/A N/A,National Bank Holdings Corp
NBN UQ,#N/A N/A,Northeast Bank
NBR UN,#N/A N/A,Nabors Industries Ltd
NBTB UW,#N/A N/A,NBT Bancorp Inc
NC UN,#N/A N/A,NACCO Industries Inc
NCBS UR,1.785714286,Nicolet Bankshares Inc
NCMI UW,1.550387597,National CineMedia Inc
NCSM UW,1.550387597,NCS Multistage Holdings Inc
NDLS UW,#N/A N/A,Noodles & Co
NE UN,#N/A N/A,Noble Corp plc
NEO UR,1.550387597,NeoGenomics Inc
NEOG UW,1.550387597,Neogen Corp
NERV UQ,#N/A N/A,Minerva Neurosciences Inc
NESR UR,#N/A N/A,National Energy Services Reunited Corp
NEX UN,#N/A N/A,NexTier Oilfield Solutions Inc
NEXT UR,1.550387597,NextDecade Corp
NFBK UW,#N/A N/A,Northfield Bancorp Inc
NG UA,2.325581395,Novagold Resources Inc
NGHC UQ,1.785714286,National General Holdings Corp
NGM UW,#N/A N/A,NGM Biopharmaceuticals Inc
NGS UN,1.550387597,Natural Gas Services Group Inc
NGVC UN,#N/A N/A,Natural Grocers by Vitamin Cottage Inc
NGVT UN,#N/A N/A,Ingevity Corp
NHC UA,#N/A N/A,National HealthCare Corp
NHI UN,#N/A N/A,National Health Investors Inc
NINE UN,3.100775194,Nine Energy Service Inc
NJR UN,#N/A N/A,New Jersey Resources Corp
NKSH UR,1.785714286,National Bankshares Inc
NL UN,#N/A N/A,NL Industries Inc
NMIH UQ,#N/A N/A,NMI Holdings Inc
NMRK UW,#N/A N/A,Newmark Group Inc
NNBR UW,1.550387597,NN Inc
NNI UN,#N/A N/A,Nelnet Inc
NODK UR,#N/A N/A,NI Holdings Inc
NOG UA,1.652892562,Northern Oil and Gas Inc
NOVA UN,#N/A N/A,Sunnova Energy International Inc
NOVT UW,2.325581395,Novanta Inc
NP UN,#N/A N/A,Neenah Inc
NPK UN,1.550387597,National Presto Industries Inc
NPO UN,#N/A N/A,EnPro Industries Inc
NPTN UN,5.426356589,NeoPhotonics Corp
NR UN,#N/A N/A,Newpark Resources Inc
NRC UW,#N/A N/A,National Research Corp
NRIM UW,1.785714286,Northrim BanCorp Inc
NSA UN,#N/A N/A,National Storage Affiliates Trust
NSIT UW,#N/A N/A,Insight Enterprises Inc
NSP UN,6.201550388,Insperity Inc
NSSC UW,#N/A N/A,Napco Security Technologies Inc
NSTG UQ,#N/A N/A,NanoString Technologies Inc
NTB UN,#N/A N/A,Bank of NT Butterfield & Son Ltd/The
NTCT UW,#N/A N/A,NetScout Systems Inc
NTGR UW,#N/A N/A,NETGEAR Inc
NTLA UQ,#N/A N/A,Intellia Therapeutics Inc
NTRA UW,2.325581395,Natera Inc
NTUS UW,#N/A N/A,Natus Medical Inc
NUVA UW,#N/A N/A,NuVasive Inc
NVAX UW,1.550387597,Novavax Inc
NVCR UW,#N/A N/A,Novocure Ltd
NVEC UR,#N/A N/A,NVE Corp
NVEE UR,#N/A N/A,NV5 Global Inc
NVRO UN,#N/A N/A,Nevro Corp
NVTA UN,#N/A N/A,Invitae Corp
NWBI UW,1.785714286,Northwest Bancshares Inc
NWE UN,#N/A N/A,NorthWestern Corp
NWFL UQ,#N/A N/A,Norwood Financial Corp
NWLI UW,#N/A N/A,National Western Life Group Inc
NWN UN,7.586206897,Northwest Natural Holding Co
NWPX UW,#N/A N/A,Northwest Pipe Co
NX UN,1.550387597,Quanex Building Products Corp
NXGN UW,#N/A N/A,NextGen Healthcare Inc
NXRT UN,#N/A N/A,NexPoint Residential Trust Inc
NXTC UW,#N/A N/A,NextCure Inc
NYMT UW,#N/A N/A,New York Mortgage Trust Inc
OAS UR,#N/A N/A,Oasis Petroleum Inc
OBNK UW,#N/A N/A,Origin Bancorp Inc
OCFC UW,1.785714286,OceanFirst Financial Corp
OCN UN,#N/A N/A,Ocwen Financial Corp
OCUL UQ,#N/A N/A,Ocular Therapeutix Inc
OCX UA,#N/A N/A,Oncocyte Corp
ODC UN,#N/A N/A,Oil-Dri Corp of America
ODP UW,#N/A N/A,Office Depot Inc
ODT UW,#N/A N/A,Odonate Therapeutics Inc
OEC UN,#N/A N/A,Orion Engineered Carbons SA
OFG UN,1.785714286,OFG Bancorp
OFIX UW,3.875968992,Orthofix Medical Inc
OFLX UQ,#N/A N/A,Omega Flex Inc
OGS UN,#N/A N/A,ONE Gas Inc
OII UN,#N/A N/A,Oceaneering International Inc
OIS UN,12.40310078,Oil States International Inc
OLP UN,#N/A N/A,One Liberty Properties Inc
OMCL UW,#N/A N/A,Omnicell Inc
OMER UQ,#N/A N/A,Omeros Corp
OMI UN,1.550387597,Owens & Minor Inc
ONB UW,4.464285714,Old National Bancorp/IN
ONDK UN,#N/A N/A,On Deck Capital Inc
ONEM UW,#N/A N/A,1Life Healthcare Inc
ONEW UQ,#N/A N/A,OneWater Marine Inc
ONTO UN,1.550387597,Onto Innovation Inc
OOMA UN,#N/A N/A,Ooma Inc
OPBK UQ,1.785714286,OP Bancorp
OPCH UW,#N/A N/A,Option Care Health Inc
OPI UW,9.302325581,Office Properties Income Trust
OPK UW,#N/A N/A,OPKO Health Inc
OPRT UW,#N/A N/A,Oportun Financial Corp
OPRX UR,#N/A N/A,OptimizeRx Corp
OPTN UW,#N/A N/A,Optinose Inc
OPY UN,1.785714286,Oppenheimer Holdings Inc
ORA UN,9.302325581,Ormat Technologies Inc
ORBC UW,10.07751938,ORBCOMM Inc
ORC UN,#N/A N/A,Orchid Island Capital Inc
ORGO UR,1.550387597,Organogenesis Holdings Inc
ORRF UR,#N/A N/A,Orrstown Financial Services Inc
OSBC UW,#N/A N/A,Old Second Bancorp Inc
OSG UN,3.875968992,Overseas Shipholding Group Inc
OSIS UW,#N/A N/A,OSI Systems Inc
OSMT UW,#N/A N/A,Osmotica Pharmaceuticals PLC
OSPN UR,6.976744186,OneSpan Inc
OSTK UQ,#N/A N/A,Overstock.com Inc
OSUR UW,#N/A N/A,OraSure Technologies Inc
OSW UR,#N/A N/A,OneSpaWorld Holdings Ltd
OTTR UW,#N/A N/A,Otter Tail Corp
OVBC UQ,1.785714286,Ohio Valley Banc Corp
OVLY UR,#N/A N/A,Oak Valley Bancorp
OXM UN,#N/A N/A,Oxford Industries Inc
OYST UW,#N/A N/A,Oyster Point Pharma Inc
PACB UW,#N/A N/A,Pacific Biosciences of California Inc
PACD UN,9.917355372,Pacific Drilling SA
PAHC UQ,5.208333333,Phibro Animal Health Corp
PAR UN,#N/A N/A,PAR Technology Corp
PARR UN,1.652892562,Par Pacific Holdings Inc
PATK UW,1.550387597,Patrick Industries Inc
PAYS UR,3.875968992,Paysign Inc
PBFS UR,1.785714286,Pioneer Bancorp Inc/NY
PBH UN,#N/A N/A,Prestige Consumer Healthcare Inc
PBI UN,#N/A N/A,Pitney Bowes Inc
PBIP UQ,1.785714286,Prudential Bancorp Inc
PBPB UW,#N/A N/A,Potbelly Corp
PBYI UW,#N/A N/A,Puma Biotechnology Inc
PCB UW,2.678571429,PCB Bancorp
PCH UW,#N/A N/A,PotlatchDeltic Corp
PCRX UW,#N/A N/A,Pacira BioSciences Inc
PCSB UR,#N/A N/A,PCSB Financial Corp
PCYO UR,15.50387597,Pure Cycle Corp
PDCE UW,3.305785124,PDC Energy Inc
PDCO UW,11.62790698,Patterson Cos Inc
PDFS UW,2.325581395,PDF Solutions Inc
PDLB UQ,1.785714286,PDL Community Bancorp
PDLI UW,#N/A N/A,PDL BioPharma Inc
PDM UN,3.875968992,Piedmont Office Realty Trust Inc
PEB UN,#N/A N/A,Pebblebrook Hotel Trust
PEBK UQ,1.785714286,Peoples Bancorp of North Carolina Inc
PEBO UW,3.571428571,Peoples Bancorp Inc/OH
PEI UN,#N/A N/A,Pennsylvania Real Estate Investment Trust
PENN UW,3.875968992,Penn National Gaming Inc
PETQ UW,1.550387597,PetIQ Inc
PETS UW,#N/A N/A,PetMed Express Inc
PFBC UW,#N/A N/A,Preferred Bank/Los Angeles CA
PFBI UQ,1.785714286,Premier Financial Bancorp Inc
PFGC UN,1.550387597,Performance Food Group Co
PFHD UW,#N/A N/A,Professional Holding Corp
PFIS UW,#N/A N/A,Peoples Financial Services Corp
PFNX UA,#N/A N/A,Pfenex Inc
PFS UN,#N/A N/A,Provident Financial Services Inc
PFSI UN,12.5,PennyMac Financial Services Inc
PGC UW,1.785714286,Peapack-Gladstone Financial Corp
PGEN UW,#N/A N/A,Precigen Inc
PGNX UW,#N/A N/A,Progenics Pharmaceuticals Inc
PGNY UW,#N/A N/A,Progyny Inc
PGTI UN,1.550387597,PGT Innovations Inc
PHAS UQ,#N/A N/A,PhaseBio Pharmaceuticals Inc
PHAT UW,#N/A N/A,Phathom Pharmaceuticals Inc
PHR UN,#N/A N/A,Phreesia Inc
PHUN UR,#N/A N/A,Phunware Inc
PHX UN,1.652892562,Panhandle Oil and Gas Inc
PI UW,#N/A N/A,Impinj Inc
PICO UW,#N/A N/A,PICO Holdings Inc
PING UN,#N/A N/A,Ping Identity Holding Corp
PIPR UN,1.785714286,Piper Sandler Cos
PIRS UR,#N/A N/A,Pieris Pharmaceuticals Inc
PJT UN,1.785714286,PJT Partners Inc
PKBK UR,1.785714286,Parke Bancorp Inc
PKE UN,1.550387597,Park Aerospace Corp
PKOH UW,#N/A N/A,Park-Ohio Holdings Corp
PLAB UW,7.751937984,Photronics Inc
PLAY UW,#N/A N/A,Dave & Buster's Entertainment Inc
PLCE UW,#N/A N/A,Children's Place Inc/The
PLMR UW,1.785714286,Palomar Holdings Inc
PLOW UN,#N/A N/A,Douglas Dynamics Inc
PLPC UW,1.550387597,Preformed Line Products Co
PLSE UR,#N/A N/A,Pulse Biosciences Inc
PLT UN,#N/A N/A,Plantronics Inc
PLUG UR,#N/A N/A,Plug Power Inc
PLUS UW,#N/A N/A,ePlus Inc
PLXS UW,#N/A N/A,Plexus Corp
PMBC UW,1.785714286,Pacific Mercantile Bancorp
PMT UN,#N/A N/A,PennyMac Mortgage Investment Trust
PNM UN,13.10344828,PNM Resources Inc
PNRG UR,#N/A N/A,PrimeEnergy Resources Corp
PNTG UW,#N/A N/A,Pennant Group Inc/The
POL UN,#N/A N/A,PolyOne Corp
POR UN,#N/A N/A,Portland General Electric Co
POWI UW,5.426356589,Power Integrations Inc
POWL UW,1.550387597,Powell Industries Inc
PPBI UW,1.785714286,Pacific Premier Bancorp Inc
PQG UN,8.527131783,PQ Group Holdings Inc
PRA UN,#N/A N/A,ProAssurance Corp
PRAA UW,#N/A N/A,PRA Group Inc
PRDO UW,6.976744186,Perdoceo Education Corp
PRFT UW,#N/A N/A,Perficient Inc
PRGS UW,#N/A N/A,Progress Software Corp
PRGX UW,#N/A N/A,PRGX Global Inc
PRIM UW,6.201550388,Primoris Services Corp
PRK UA,#N/A N/A,Park National Corp
PRLB UN,2.325581395,Proto Labs Inc
PRNB UW,#N/A N/A,Principia Biopharma Inc
PRO UN,6.976744186,PROS Holdings Inc
PROS UN,#N/A N/A,ProSight Global Inc
PROV UW,#N/A N/A,Provident Financial Holdings Inc
PRPL UR,1.550387597,Purple Innovation Inc
PRSC UW,#N/A N/A,Providence Service Corp/The
PRSP UN,#N/A N/A,Perspecta Inc
PRTA UW,#N/A N/A,Prothena Corp PLC
PRTH UR,1.550387597,Priority Technology Holdings Inc
PRTK UQ,#N/A N/A,Paratek Pharmaceuticals Inc
PRTY UN,3.875968992,Party City Holdco Inc
PRVL UQ,#N/A N/A,Prevail Therapeutics Inc
PSB UN,#N/A N/A,PS Business Parks Inc
PSMT UW,#N/A N/A,PriceSmart Inc
PSN UN,2.325581395,Parsons Corp
PSNL UQ,#N/A N/A,Personalis Inc
PTCT UW,#N/A N/A,PTC Therapeutics Inc
PTE UR,#N/A N/A,PolarityTE Inc
PTGX UQ,#N/A N/A,Protagonist Therapeutics Inc
PTLA UW,#N/A N/A,Portola Pharmaceuticals Inc
PTN UA,#N/A N/A,Palatin Technologies Inc
PTSI UQ,3.100775194,PAM Transportation Services Inc
PTVCB UQ,1.785714286,Protective Insurance Corp
PUB UR,1.785714286,People's Utah Bancorp
PUMP UN,1.550387597,ProPetro Holding Corp
PVAC UW,#N/A N/A,Penn Virginia Corp
PVBC UR,1.785714286,Provident Bancorp Inc
PWOD UW,#N/A N/A,Penns Woods Bancorp Inc
PZN UN,#N/A N/A,Pzena Investment Management Inc
PZZA UW,#N/A N/A,Papa John's International Inc
QADA UW,#N/A N/A,QAD Inc
QCRH UQ,3.571428571,QCR Holdings Inc
QDEL UW,#N/A N/A,Quidel Corp
QEP UN,6.611570248,QEP Resources Inc
QLYS UW,#N/A N/A,Qualys Inc
QNST UW,#N/A N/A,QuinStreet Inc
QTRX UQ,#N/A N/A,Quanterix Corp
QTS UN,2.325581395,QTS Realty Trust Inc
QTWO UN,#N/A N/A,Q2 Holdings Inc
QUAD UN,5.426356589,Quad/Graphics Inc
QUOT UN,#N/A N/A,Quotient Technology Inc
RAD UN,2.325581395,Rite Aid Corp
RAMP UN,#N/A N/A,LiveRamp Holdings Inc
RAPT UQ,1.550387597,RAPT Therapeutics Inc
RARE UW,#N/A N/A,Ultragenyx Pharmaceutical Inc
RAVN UW,9.302325581,Raven Industries Inc
RBB UW,1.785714286,RBB Bancorp
RBBN UW,9.302325581,Ribbon Communications Inc
RBCAA UW,1.785714286,Republic Bancorp Inc/KY
RBNC UR,#N/A N/A,Reliant Bancorp Inc
RC UN,#N/A N/A,Ready Capital Corp
RCII UW,2.325581395,Rent-A-Center Inc/TX
RCKT UQ,#N/A N/A,Rocket Pharmaceuticals Inc
RCKY UW,#N/A N/A,Rocky Brands Inc
RCM UW,#N/A N/A,R1 RCM Inc
RCUS UN,#N/A N/A,Arcus Biosciences Inc
RDFN UW,1.550387597,Redfin Corp
RDI UR,#N/A N/A,Reading International Inc
RDN UN,#N/A N/A,Radian Group Inc
RDNT UQ,3.100775194,RadNet Inc
RDUS UQ,#N/A N/A,Radius Health Inc
REAL UW,#N/A N/A,RealReal Inc/The
REGI UW,#N/A N/A,Renewable Energy Group Inc
REI UA,#N/A N/A,Ring Energy Inc
REPH UR,#N/A N/A,Recro Pharma Inc
REPL UW,#N/A N/A,Replimune Group Inc
RES UN,1.550387597,RPC Inc
RESI UN,#N/A N/A,Front Yard Residential Corp
RETA UQ,#N/A N/A,Reata Pharmaceuticals Inc
REV UN,2.325581395,Revlon Inc
REVG UN,8.527131783,REV Group Inc
REX UN,#N/A N/A,REX American Resources Corp
REXR UN,#N/A N/A,Rexford Industrial Realty Inc
RFL UN,#N/A N/A,Rafael Holdings Inc
RGCO UQ,#N/A N/A,RGC Resources Inc
RGEN UW,#N/A N/A,Repligen Corp
RGNX UW,#N/A N/A,REGENXBIO Inc
RGP UW,1.550387597,Resources Connection Inc
RGR UN,1.550387597,Sturm Ruger & Co Inc
RGS UN,#N/A N/A,Regis Corp
RH UN,6.25,RH
RHP UN,#N/A N/A,Ryman Hospitality Properties Inc
RICK UQ,#N/A N/A,RCI Hospitality Holdings Inc
RIGL UW,#N/A N/A,Rigel Pharmaceuticals Inc
RILY UQ,1.550387597,B Riley Financial Inc
RLGT UA,#N/A N/A,Radiant Logistics Inc
RLGY UN,13.17829457,Realogy Holdings Corp
RLH UN,#N/A N/A,Red Lion Hotels Corp
RLI UN,1.785714286,RLI Corp
RLJ UN,5.426356589,RLJ Lodging Trust
RM UN,#N/A N/A,Regional Management Corp
RMAX UN,1.550387597,RE/MAX Holdings Inc
RMBI UR,1.785714286,Richmond Mutual BanCorp Inc
RMBS UW,1.550387597,Rambus Inc
RMNI UQ,#N/A N/A,Rimini Street Inc
RMR UR,4.651162791,RMR Group Inc/The
RMTI UQ,#N/A N/A,Rockwell Medical Inc
RNET UW,#N/A N/A,RigNet Inc
RNST UW,1.785714286,Renasant Corp
ROAD UW,1.550387597,Construction Partners Inc
ROCK UW,3.100775194,Gibraltar Industries Inc
ROG UN,1.550387597,Rogers Corp
ROIC UW,1.550387597,Retail Opportunity Investments Corp
ROLL UW,#N/A N/A,RBC Bearings Inc
ROSE UR,3.875968992,Rosehill Resources Inc
RPD UQ,#N/A N/A,Rapid7 Inc
RPT UN,6.976744186,RPT Realty
RRBI UW,1.785714286,Red River Bancshares Inc
RRD UN,#N/A N/A,RR Donnelley & Sons Co
RRGB UW,#N/A N/A,Red Robin Gourmet Burgers Inc
RRR UW,#N/A N/A,Red Rock Resorts Inc
RST UN,#N/A N/A,Rosetta Stone Inc
RTIX UW,2.325581395,RTI Surgical Holdings Inc
RTRX UQ,#N/A N/A,Retrophin Inc
RTW UN,#N/A N/A,RTW Retailwinds Inc
RUBI UW,#N/A N/A,Rubicon Project Inc/The
RUBY UW,#N/A N/A,Rubius Therapeutics Inc
RUN UW,22.48062016,Sunrun Inc
RUSHA UW,2.325581395,Rush Enterprises Inc
RUSHB UW,2.325581395,Rush Enterprises Inc
RUTH UW,#N/A N/A,Ruth's Hospitality Group Inc
RVI UN,#N/A N/A,Retail Value Inc
RVMD UW,#N/A N/A,REVOLUTION Medicines Inc
RVNC UQ,#N/A N/A,Revance Therapeutics Inc
RVSB UW,#N/A N/A,Riverview Bancorp Inc
RWT UN,3.571428571,Redwood Trust Inc
RXN UN,2.325581395,Rexnord Corp
RYAM UN,1.550387597,Rayonier Advanced Materials Inc
RYI UN,1.550387597,Ryerson Holding Corp
RYTM UQ,#N/A N/A,Rhythm Pharmaceuticals Inc
SAFE UN,1.550387597,Safehold Inc
SAFM UW,#N/A N/A,Sanderson Farms Inc
SAFT UW,#N/A N/A,Safety Insurance Group Inc
SAH UN,#N/A N/A,Sonic Automotive Inc
SAIA UW,4.651162791,Saia Inc
SAIC UN,2.325581395,Science Applications International Corp
SAIL UN,1.550387597,Sailpoint Technologies Holdings Inc
SALT UN,1.550387597,Scorpio Bulkers Inc
SAM UN,7.751937984,Boston Beer Co Inc/The
SAMG UQ,#N/A N/A,Silvercrest Asset Management Group Inc
SANM UW,3.875968992,Sanmina Corp
SASR UW,#N/A N/A,Sandy Spring Bancorp Inc
SAVE UN,6.976744186,Spirit Airlines Inc
SB UN,#N/A N/A,Safe Bulkers Inc
SBBP UW,#N/A N/A,Strongbridge Biopharma PLC
SBBX UQ,1.785714286,SB One Bancorp
SBCF UW,1.785714286,Seacoast Banking Corp of Florida
SBH UN,#N/A N/A,Sally Beauty Holdings Inc
SBOW UN,#N/A N/A,SilverBow Resources Inc
SBRA UW,#N/A N/A,Sabra Health Care REIT Inc
SBSI UW,3.571428571,Southside Bancshares Inc
SBT UR,1.785714286,Sterling Bancorp Inc/MI
SCHL UW,#N/A N/A,Scholastic Corp
SCHN UW,#N/A N/A,Schnitzer Steel Industries Inc
SCL UN,36.43410853,Stepan Co
SCOR UW,#N/A N/A,comScore Inc
SCS UN,#N/A N/A,Steelcase Inc
SCSC UW,#N/A N/A,ScanSource Inc
SCU UN,#N/A N/A,Sculptor Capital Management Inc
SCVL UW,#N/A N/A,Shoe Carnival Inc
SCWX UW,#N/A N/A,SecureWorks Corp
SD UN,4.132231405,SandRidge Energy Inc
SDGR UW,#N/A N/A,Schrodinger Inc/United States
SDRL UN,1.550387597,Seadrill Ltd
SEAS UN,2.325581395,SeaWorld Entertainment Inc
SEM UN,3.875968992,Select Medical Holdings Corp
SENEA UW,9.302325581,Seneca Foods Corp
SENS UA,#N/A N/A,Senseonics Holdings Inc
SF UN,1.785714286,Stifel Financial Corp
SFBS UW,1.785714286,ServisFirst Bancshares Inc
SFE UN,#N/A N/A,Safeguard Scientifics Inc
SFIX UW,#N/A N/A,Stitch Fix Inc
SFL UN,#N/A N/A,SFL Corp Ltd
SFNC UW,#N/A N/A,Simmons First National Corp
SFST UQ,#N/A N/A,Southern First Bancshares Inc
SGA UQ,1.550387597,Saga Communications Inc
SGC UQ,#N/A N/A,Superior Group of Cos Inc
SGH UW,3.875968992,SMART Global Holdings Inc
SGMO UW,#N/A N/A,Sangamo Therapeutics Inc
SGMS UW,1.550387597,Scientific Games Corp
SGRY UW,1.550387597,Surgery Partners Inc
SHAK UN,1.550387597,Shake Shack Inc
SHBI UW,1.785714286,Shore Bancshares Inc
SHEN UW,#N/A N/A,Shenandoah Telecommunications Co
SHO UN,14.72868217,Sunstone Hotel Investors Inc
SHOO UW,15.625,Steven Madden Ltd
SHSP UR,#N/A N/A,SharpSpring Inc
SHYF UW,3.875968992,Shyft Group Inc/The
SI UN,#N/A N/A,Silvergate Capital Corp
SIBN UQ,1.550387597,SI-BONE Inc
SIC UR,#N/A N/A,Select Interior Concepts Inc
SIEB UR,#N/A N/A,Siebert Financial Corp
SIEN UW,#N/A N/A,Sientra Inc
SIG UN,#N/A N/A,Signet Jewelers Ltd
SIGA UQ,#N/A N/A,SIGA Technologies Inc
SIGI UW,4.464285714,Selective Insurance Group Inc
SILK UW,#N/A N/A,Silk Road Medical Inc
SITE UN,5.426356589,SiteOne Landscape Supply Inc
SITM UQ,#N/A N/A,SiTime Corp
SJI UN,#N/A N/A,South Jersey Industries Inc
SJW UN,11.03448276,SJW Group
SKT UN,#N/A N/A,Tanger Factory Outlet Centers Inc
SKY UN,1.550387597,Skyline Champion Corp
SKYW UW,2.325581395,SkyWest Inc
SLAB UW,11.62790698,Silicon Laboratories Inc
SLCA UN,#N/A N/A,US Silica Holdings Inc
SLCT UQ,#N/A N/A,Select Bancorp Inc
SLDB UW,#N/A N/A,Solid Biosciences Inc
SLP UR,#N/A N/A,Simulations Plus Inc
SM UN,#N/A N/A,SM Energy Co
SMBC UQ,1.785714286,Southern Missouri Bancorp Inc
SMBK UR,#N/A N/A,SmartFinancial Inc
SMHI UN,3.875968992,SEACOR Marine Holdings Inc
SMMF UW,1.785714286,Summit Financial Group Inc
SMP UN,4.651162791,Standard Motor Products Inc
SMPL UR,1.550387597,Simply Good Foods Co/The
SMTC UW,#N/A N/A,Semtech Corp
SNBR UW,12.5,Sleep Number Corp
SNCR UW,2.325581395,Synchronoss Technologies Inc
SND UW,#N/A N/A,Smart Sand Inc
SNDX UW,#N/A N/A,Syndax Pharmaceuticals Inc
SNR UN,#N/A N/A,New Senior Investment Group Inc
SOI UN,#N/A N/A,Solaris Oilfield Infrastructure Inc
SOLY UR,#N/A N/A,Soliton Inc
SONA UQ,3.571428571,Southern National Bancorp of Virginia Inc
SONM UQ,#N/A N/A,Sonim Technologies Inc
SONO UW,10.07751938,Sonos Inc
SP UW,#N/A N/A,SP Plus Corp
SPFI UW,1.785714286,South Plains Financial Inc
SPKE UW,#N/A N/A,Spark Energy Inc
SPNE UW,1.550387597,SeaSpine Holdings Corp
SPOK UW,#N/A N/A,Spok Holdings Inc
SPPI UW,#N/A N/A,Spectrum Pharmaceuticals Inc
SPRO UW,#N/A N/A,Spero Therapeutics Inc
SPSC UW,#N/A N/A,SPS Commerce Inc
SPT UR,#N/A N/A,Sprout Social Inc
SPTN UW,#N/A N/A,SpartanNash Co
SPWH UW,#N/A N/A,Sportsman's Warehouse Holdings Inc
SPWR UW,35.65891473,SunPower Corp
SPXC UN,#N/A N/A,SPX Corp
SR UN,1.379310345,Spire Inc
SRCE UW,#N/A N/A,1st Source Corp
SRDX UW,#N/A N/A,Surmodics Inc
SRG UN,#N/A N/A,Seritage Growth Properties
SRI UN,#N/A N/A,Stoneridge Inc
SRNE UR,#N/A N/A,Sorrento Therapeutics Inc
SRRK UW,#N/A N/A,Scholar Rock Holding Corp
SRT UN,#N/A N/A,StarTek Inc
SSB UW,#N/A N/A,South State Corp
SSD UN,10.85271318,Simpson Manufacturing Co Inc
SSP UW,#N/A N/A,EW Scripps Co/The
SSTI UR,#N/A N/A,ShotSpotter Inc
SSTK UN,#N/A N/A,Shutterstock Inc
SSYS UW,#N/A N/A,Stratasys Ltd
STAA UQ,#N/A N/A,STAAR Surgical Co
STAG UN,#N/A N/A,STAG Industrial Inc
STAR UN,6.201550388,iStar Inc
STBA UW,1.785714286,S&T Bancorp Inc
STC UN,#N/A N/A,Stewart Information Services Corp
STFC UW,1.785714286,State Auto Financial Corp
STIM UQ,3.875968992,Neuronetics Inc
STMP UW,#N/A N/A,Stamps.com Inc
STNG UN,#N/A N/A,Scorpio Tankers Inc
STOK UW,#N/A N/A,Stoke Therapeutics Inc
STRA UW,#N/A N/A,Strategic Education Inc
STRL UW,3.875968992,Sterling Construction Co Inc
STRO UQ,#N/A N/A,Sutro Biopharma Inc
STRS UW,#N/A N/A,Stratus Properties Inc
STSA UQ,#N/A N/A,Satsuma Pharmaceuticals Inc
STXB UW,#N/A N/A,Spirit of Texas Bancshares Inc
SUM UN,#N/A N/A,Summit Materials Inc
SUPN UQ,#N/A N/A,Supernus Pharmaceuticals Inc
SVMK UW,1.550387597,SVMK Inc
SVRA UW,#N/A N/A,Savara Inc
SWAV UW,1.550387597,Shockwave Medical Inc
SWBI UW,4.651162791,Smith & Wesson Brands Inc
SWM UN,1.550387597,Schweitzer-Mauduit International Inc
SWN UN,#N/A N/A,Southwestern Energy Co
SWTX UW,#N/A N/A,SpringWorks Therapeutics Inc
SWX UN,#N/A N/A,Southwest Gas Holdings Inc
SXC UN,1.550387597,SunCoke Energy Inc
SXI UN,2.325581395,Standex International Corp
SXT UN,#N/A N/A,Sensient Technologies Corp
SYBT UW,#N/A N/A,Stock Yards Bancorp Inc
SYBX UQ,#N/A N/A,Synlogic Inc
SYKE UW,#N/A N/A,Sykes Enterprises Inc
SYNA UW,#N/A N/A,Synaptics Inc
SYNH UW,1.550387597,Syneos Health Inc
SYNL UQ,#N/A N/A,Synalloy Corp
SYRS UW,#N/A N/A,Syros Pharmaceuticals Inc
SYX UN,1.550387597,Systemax Inc
TACO UR,#N/A N/A,Del Taco Restaurants Inc
TALO UN,1.550387597,Talos Energy Inc
TAST UW,#N/A N/A,Carrols Restaurant Group Inc
TBBK UW,#N/A N/A,Bancorp Inc/The
TBI UN,2.325581395,TrueBlue Inc
TBIO UW,#N/A N/A,Translate Bio Inc
TBK UW,#N/A N/A,Triumph Bancorp Inc
TBNK UW,3.571428571,Territorial Bancorp Inc
TBPH UQ,#N/A N/A,Theravance Biopharma Inc
TCBK UW,3.571428571,TriCo Bancshares
